DAUID,target_priority
35201781,0.6204306707751932
35201556,0.28521657791122984
35201557,0.4106813499557617
35201558,0.2277231434281171
35201559,0.40989766502277253
35201560,0.392567538543895
35201563,0.36321507000217923
35201782,0.5445196323433068
35201783,0.5927477185050194
35201784,0.6311274603685225
35201785,0.6060449518158937
35201786,0.5446733608297855
35201787,0.6185890176534556
35201788,0.6072087637209324
35201789,0.6732217214830728
35201987,0.43079791500294123
35201988,0.6031139624803219
35201989,0.46954746826615
35201524,0.4982284289451293
35201525,0.5319040749532095
35201526,0.5066870842390538
35201532,0.5152611793418949
35201541,0.40155869979110564
35201542,0.2763137131323964
35201543,0.33790914803401434
35201544,0.3575091084026205
35201545,0.391994511365677
35201547,0.4650939629559349
35201548,0.4321432919977469
35201552,0.3206072909272611
35201553,0.337553902401045
35201554,0.28643403257542854
35201555,0.24025847899372665
35201603,0.4565197419213093
35201604,0.4245744088877267
35201605,0.44103615422971265
35201607,0.6046835253513251
35201608,0.5074640203490519
35201564,0.38299294286796726
35201565,0.3767931947829402
35201566,0.3796190087781825
35201567,0.38641491118394755
35201568,0.40477030662323416
35201569,0.3537846467584651
35201570,0.3372040883275341
35201571,0.2315352086149064
35201572,0.17091229594776008
35201616,0.4204897325218427
35201617,0.47079184050087286
35201620,0.47706146399081084
35201573,0.23056470541239035
35201574,0.2148653322492354
35201575,0.3449713976092948
35201576,0.4210000873680892
35201577,0.25418999042415497
35201578,0.2119985412805521
35201579,0.320185969538687
35201580,0.2307455402044957
35201581,0.37594449946652797
35201582,0.2331846026530498
35201583,0.3204825389562297
35201584,0.42282105225323763
35201585,0.35642321676244665
35201586,0.44943529881784416
35201708,0.48540155473565677
35201709,0.4938022944472505
35201710,0.5099269100167749
35201711,0.49222624784081276
35201712,0.44191694168483364
35201713,0.5148044681966807
35201714,0.5837768304303382
35201717,0.5285282826062347
35201718,0.47571332872102895
35201719,0.5422475561815034
35201720,0.5964565367781802
35201721,0.6181924733989659
35201722,0.6500187424000493
35201723,0.6219869176010088
35201749,0.5404363933524202
35201750,0.5834168444334097
35201751,0.4944210668044048
35201752,0.4767158285018842
35201753,0.5734022966284334
35201754,0.5835303116704411
35201755,0.5498136554033938
35201756,0.5557703671651111
35200110,0.6620862497754139
35200111,0.6518631500083725
35201706,0.4801776677989147
35201707,0.4267239236100421
35201887,0.6126213658297299
35201757,0.5305755232133565
35201758,0.6447151500541779
35201759,0.564521928926382
35201760,0.5747269806960864
35201761,0.5485796128365003
35200090,0.5663960807259693
35200091,0.5385424160399549
35200092,0.6073521300159547
35200093,0.5741494978069855
35200094,0.7796255826957299
35200095,0.5826479610233873
35200096,0.5373750010398909
35200097,0.5337534550155385
35200099,0.6027178263482688
35200293,0.45441475426439015
35200294,0.4286249906809592
35200297,0.4870247614938573
35204249,0.6220265665189385
35204250,0.6224118338283858
35204251,0.5370175030835137
35204252,0.6299193227668177
35204253,0.5245027620691425
35204254,0.7859783816492696
35204255,0.8028207144847751
35204256,0.4022312826650665
35204471,0.6497445358401214
35204472,0.6826743095725004
35204473,0.6689303424571404
35200112,0.6729794548997853
35200114,0.6379299048418242
35200319,0.47680626627734557
35200320,0.5157197727644094
35200379,0.4051547485350344
35200380,0.38765710651365787
35200381,0.47191421948359225
35200382,0.4880484709944624
35200733,0.3932565228269885
35200734,0.40307061185143095
35201762,0.6252802180276024
35200119,0.7016684657914404
35200120,0.5832904351033951
35200121,0.6475948671026317
35200123,0.6056522386765508
35200325,0.4576853708793878
35200127,0.6749176643492444
35200128,0.6009451885621345
35200330,0.332437609179259
35200331,0.4975801794841604
35200332,0.3667684812553781
35200333,0.5048698309866632
35200735,0.43983885904920345
35200736,0.3591895610884201
35200737,0.4369133969902582
35200738,0.3745405993230184
35200739,0.4437598969357624
35200740,0.35823681313960876
35200741,0.505902536858869
35200744,0.35431404980827685
35200745,0.3360025879292468
35201876,0.5680746908973667
35201877,0.5765918886449657
35201879,0.5952715740142563
35201880,0.49184229743567137
35201881,0.5418677432505585
35201882,0.5440912370661959
35200326,0.4454284855656586
35200327,0.46263588290129803
35200389,0.5822028830307228
35200391,0.5046291819439199
35200392,0.481944778175201
35200751,0.3133069904328667
35200752,0.3069270938247135
35200753,0.40252078378481077
35204634,0.4123777780695911
35204635,0.559759731917303
35204636,0.526824340902366
35204637,0.44758635114666806
35204638,0.4763524012411648
35204639,0.4379380115876388
35204655,0.41218864572852876
35204656,0.4180617881168654
35204657,0.5156322236402306
35204658,0.46936822344400764
35204659,0.3124213511712272
35204660,0.41537194590958537
35204661,0.3274101584783027
35201883,0.6105550823347616
35201884,0.6270631035363774
35201885,0.6020961498628843
35201886,0.606227212714703
35202217,0.6874688154219216
35202218,0.7035952307627791
35202222,0.6869620950938528
35202223,0.6648122647158576
35201951,0.6157865734468546
35201952,0.6032225215298995
35201953,0.6455013909502552
35201955,0.5961763316335464
35201958,0.7644359138505996
35201959,0.667177085641011
35200754,0.4418782362289833
35200755,0.4392305325643669
35200756,0.6827547627966853
35200757,0.570534751636066
35200768,0.6038466532107577
35201888,0.6739880227839727
35201889,0.636750685974986
35201890,0.7855969451425695
35201892,0.717093843996087
35201893,0.6161843563820347
35201894,0.6248523102341109
35201895,0.45385634466547614
35204708,0.5460332199658477
35204709,0.5958574884880118
35204457,0.5549131808662636
35204716,0.5848477226577486
35201960,0.6807467705978371
35201961,0.5801108638578163
35201962,0.6338038775981725
35201963,0.584072603425392
35201964,0.6419320757654713
35201965,0.4920296695598871
35201966,0.5899742819364752
35200321,0.4854187545824792
35200322,0.49605243164910867
35200323,0.5416841532956909
35201896,0.6156445947137922
35202247,0.632641848185312
35201967,0.3776934501518757
35201968,0.4596231603522123
35201969,0.684158446116221
35201970,0.6350181883790382
35201971,0.6869794502158412
35201972,0.672676276904395
35201973,0.677636172175038
35201976,0.70445958364462
35201977,0.7190376126210047
35201979,0.7053697505631263
35201983,0.6931538712545918
35201984,0.6777890101817627
35204458,0.6276933689895852
35204460,0.6410254422355487
35204461,0.5446111919354042
35204462,0.5091752275117444
35204463,0.6145585153498117
35204464,0.6289949278275052
35204465,0.5360737999019527
35204466,0.5676893819155335
35204467,0.5514493300084637
35204468,0.542142528513195
35204469,0.5874322907424266
35204470,0.5945811258988951
35202622,0.3691379395600937
35202623,0.39602733110379307
35200309,0.5771256721404883
35200310,0.4914196428460969
35200313,0.5968074632662687
35200315,0.5584173714643281
35200316,0.514003924375511
35200317,0.5120619601161126
35200318,0.4968760625006856
35200582,0.5072000336690867
35200583,0.5805462607662749
35200584,0.5090746681087855
35200585,0.4617091747746396
35200586,0.5455608202121482
35200587,0.5368682763079103
35200588,0.5711762410801713
35200589,0.5290597864967127
35200590,0.5213153931539124
35200324,0.46902639901970633
35200639,0.5195967937994584
35200640,0.5122871991890073
35200641,0.5195102083142112
35200642,0.49853111206919054
35200643,0.5306685684345397
35200644,0.4225401071681712
35200645,0.4182724561543314
35200746,0.3554222456836928
35200747,0.25047944836905484
35200748,0.36684622103277054
35201985,0.6834709724248813
35201986,0.6368189130708523
35202349,0.41112199544332806
35200328,0.46527587305757506
35200329,0.31759895702475005
35200658,0.20749776838345302
35200659,0.3397356773105943
35200660,0.3989682135355809
35200661,0.5680040602805588
35200662,0.3909531586231399
35200663,0.3766654625541579
35200664,0.27800904810400057
35204640,0.4622536682604575
35204641,0.48958786097060925
35204642,0.40332520457795734
35200719,0.5436288152201241
35200720,0.6201269902368701
35200724,0.5144443038996427
35200725,0.4811925859607667
35200726,0.480788450051357
35200727,0.5435221412134609
35200728,0.5397459158684547
35200729,0.4585495287705309
35200730,0.4616315645176954
35200731,0.4581585066022121
35200732,0.48341221934488604
35202178,0.6273293447992137
35200749,0.362533661442763
35200750,0.32409165697467546
35202224,0.6916908602118907
35202225,0.7584462911051648
35202226,0.7315726232866712
35202227,0.6808296851931138
35202228,0.6397925825476639
35202229,0.6901700277806299
35202230,0.6982857157917571
35202231,0.7290828172856502
35202232,0.7367501038907796
35202233,0.6885669348049189
35200665,0.31098075342472564
35200666,0.3353159261757074
35200667,0.3648246350828493
35200668,0.3693318438548328
35200769,0.6493485626355089
35200770,0.6613731699017122
35200771,0.5748368918688913
35200772,0.5509102020987214
35200774,0.543671080808495
35200782,0.6234006702070354
35200783,0.6250182292979175
35200791,0.34939569361175504
35200792,0.32787884789878835
35204643,0.406480818665362
35204644,0.37671318482348287
35204645,0.3771830138634159
35204646,0.42168402839787394
35204647,0.4651887659258446
35204648,0.4688863966947474
35204649,0.47517554529582134
35204650,0.49633923350638953
35204652,0.5207863717046547
35204653,0.3414157159808807
35204833,0.5414623587590496
35204710,0.6694571812972807
35202179,0.6810631994136702
35202180,0.6228003044726652
35202181,0.6915246670614479
35202183,0.649894873305162
35202184,0.6705847016385801
35202185,0.625820113007814
35202186,0.6305018124193081
35202187,0.44745323994514213
35202188,0.5751557436052721
35202189,0.6401384040171807
35202210,0.5807183092598176
35202211,0.586077182930423
35202212,0.6692254205428475
35202213,0.6422231898058709
35202214,0.6608382789740396
35202215,0.6926929263794748
35202216,0.6976316467362093
35201359,0.5056684674653412
35201360,0.47630692168670447
35202298,0.6642344000146808
35202234,0.6687310928176944
35202235,0.7497779561320818
35202236,0.7494809463725921
35202237,0.7591164241038202
35202238,0.7222284303606387
35202239,0.7062614486739914
35202240,0.7109378625988847
35202241,0.7473094079944961
35202242,0.6635631172379042
35202243,0.7403096237377907
35202244,0.6954989390836319
35202245,0.7159707603757641
35202246,0.6436712343419501
35201387,0.6123504129330745
35201388,0.5298712449808892
35202323,0.5496795175079359
35202324,0.5195951528033789
35202325,0.40952035961189587
35202326,0.47857081791609457
35202327,0.47948354187689424
35202328,0.41574998212774594
35202336,0.46691548079526884
35202337,0.5475267658213295
35202248,0.6610062612370043
35202249,0.6732166132227323
35202251,0.6736646651500977
35202252,0.6895777414293368
35202254,0.5111353988877817
35202255,0.5880981577730939
35202256,0.5937444982502899
35202257,0.5929943672813204
35202258,0.6134785920844832
35202261,0.5167600971529139
35202262,0.5981483111414067
35202263,0.5741690706435397
35202264,0.5714383085822434
35202265,0.669318507594754
35202266,0.5744452773049068
